"customerkey","geographykey","customername","geographykey-2","city","state","countryregioncode","country","postalcode"
22323,211,"Erica C Liang",211,"Les Ulis","Essonne","FR","France","91940"
22324,217,"Kari A Gill",217,"Paris La Defense","Hauts de Seine","FR","France","92081"
22325,243,"Noah J Rodriguez",243,"Leeds","England","GB","United Kingdom","LE18"
22326,635,"Riley A Howard",635,"Renton","Washington","US","United States","98055"
22327,612,"Jake T Cai",612,"Burien","Washington","US","United States","98168"
22328,612,"Grace D Anderson",612,"Burien","Washington","US","United States","98168"
22329,542,"Grace Y Peterson",542,"Lake Oswego","Oregon","US","United States","97034"
22330,311,"Jose Walker",311,"Concord","California","US","United States","94519"
22331,307,"Michele L Yuan",307,"Chula Vista","California","US","United States","91910"
22332,62,"Brittany J Bennett",62,"Royal Oak","British Columbia","CA","Canada","V8X"
22333,546,"Gabriella D Watson",546,"Oregon City","Oregon","US","United States","97045"
22334,612,"Juan Serrano",612,"Burien","Washington","US","United States","98168"
22335,623,"Anthony F Taylor",623,"Kirkland","Washington","US","United States","98033"
22336,302,"Frank E Moreno",302,"Burlingame","California","US","United States","94010"
22337,310,"Haley L Jenkins",310,"Colma","California","US","United States","94014"
22338,314,"Thomas Russell",314,"Daly City","California","US","United States","94015"
22339,634,"Richard Nelson",634,"Redmond","Washington","US","United States","98052"
22340,368,"Isaac Young",368,"Santa Cruz","California","US","United States","95062"
22341,542,"Tristan A Washington",542,"Lake Oswego","Oregon","US","United States","97034"
22342,612,"Jon M Lal",612,"Burien","Washington","US","United States","98168"
22343,641,"Brittany C Powell",641,"Spokane","Washington","US","United States","99202"
22344,307,"Krystal Yang",307,"Chula Vista","California","US","United States","91910"
22345,368,"Amanda R James",368,"Santa Cruz","California","US","United States","95062"
22346,300,"Catherine S Howard",300,"Beverly Hills","California","US","United States","90210"
22347,383,"Abigail F Long",383,"West Covina","California","US","United States","91791"
22348,347,"Zoe E Torres",347,"Novato","California","US","United States","94947"
22349,62,"Mason J Morris",62,"Royal Oak","British Columbia","CA","Canada","V8X"
22350,637,"Riley M Powell",637,"Seattle","Washington","US","United States","98104"
22351,612,"Sarah V Davis",612,"Burien","Washington","US","United States","98168"
22352,334,"Elizabeth J Moore",334,"Lakewood","California","US","United States","90712"
22353,55,"Amanda Allen",55,"Newton","British Columbia","CA","Canada","V2L3W8"
22354,71,"Sara King",71,"Westminster","British Columbia","CA","Canada","V3L 1H4"
22355,311,"Logan Jones",311,"Concord","California","US","United States","94519"
22356,325,"Charles Ward",325,"Glendale","California","US","United States","91203"
22357,316,"Justin Lal",316,"El Cajon","California","US","United States","92020"
22358,316,"Sydney L Butler",316,"El Cajon","California","US","United States","92020"
22359,68,"Ethan J Lee",68,"Vancouver","British Columbia","CA","Canada","V7L 4J4"
22360,612,"Caleb Collins",612,"Burien","Washington","US","United States","98168"
22361,343,"Nathan G White",343,"National City","California","US","United States","91950"
22362,312,"Austin Russell",312,"Coronado","California","US","United States","92118"
22363,50,"Faith M Diaz",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
22364,360,"Katherine E Jenkins",360,"San Francisco","California","US","United States","94109"
22365,361,"Sebastian C Richardson",361,"San Gabriel","California","US","United States","91776"
22366,66,"Logan C Henderson",66,"Sooke","British Columbia","CA","Canada","V0"
22367,352,"Jasmine Griffin",352,"Palo Alto","California","US","United States","94303"
22368,633,"Edward Ross",633,"Puyallup","Washington","US","United States","98371"
22369,302,"Louis D Deng",302,"Burlingame","California","US","United States","94010"
22370,334,"Carol L Patterson",334,"Lakewood","California","US","United States","90712"
22371,55,"Blake J Powell",55,"Newton","British Columbia","CA","Canada","V2L3W8"
22372,361,"Melanie Perry",361,"San Gabriel","California","US","United States","91776"
22373,60,"Gabrielle Bell",60,"Port Hammond","British Columbia","CA","Canada","V6B 3P7"
22374,618,"Luke Patterson",618,"Issaquah","Washington","US","United States","98027"
22375,335,"Jasmine T Williams",335,"Lemon Grove","California","US","United States","91945"
22376,542,"Marcus R Martin",542,"Lake Oswego","Oregon","US","United States","97034"
22377,183,"Roger Zeng",183,"Orleans","Loiret","FR","France","45000"
22378,219,"Rebekah G Malhotra",219,"Suresnes","Hauts de Seine","FR","France","92150"
22379,224,"Fernando G Hayes",224,"Tremblay-en-France","Seine Saint Denis","FR","France","93290"
22380,126,"Brendan C Nath",126,"Berlin","Hessen","DE","Germany","14129"
22381,120,"Hunter B Patterson",120,"Hof","Bayern","DE","Germany","95010"
22382,250,"Bethany F Xu",250,"London","England","GB","United Kingdom","SW6 SBY"
22383,261,"Devin Jenkins",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
22384,121,"Paige A Sanchez",121,"Ingolstadt","Bayern","DE","Germany","85049"
22385,230,"Misty L Lal",230,"Berkshire","England","GB","United Kingdom","RG11 5TP"
22386,174,"Jerome A Gill",174,"Saarbrücken","Saarland","DE","Germany","66001"
22387,173,"Audrey S Romero",173,"Poing","Saarland","DE","Germany","66041"
22388,241,"Bradley L Beck",241,"Kirkby","England","GB","United Kingdom","KB9"
22389,121,"Edwin S Luo",121,"Ingolstadt","Bayern","DE","Germany","85049"
22390,176,"Kelvin A Zheng",176,"Stuttgart","Saarland","DE","Germany","70452"
22391,175,"Angela M Watson",175,"Saarlouis","Saarland","DE","Germany","66740"
22392,220,"Bailey A Gray",220,"Bobigny","Seine Saint Denis","FR","France","93000"
22393,150,"Chelsea K Perez",150,"München","Hamburg","DE","Germany","80074"
22394,222,"Meagan D Suri",222,"Pantin","Seine Saint Denis","FR","France","93500"
22395,196,"Jermaine E Patel",196,"Paris","Seine (Paris)","FR","France","75007"
22396,274,"Rebekah R Patel",274,"West Sussex","England","GB","United Kingdom","RH15 9UD"
22397,215,"Marie Patel",215,"Colombes","Hauts de Seine","FR","France","92700"
22398,132,"Sheila C Moreno",132,"Hamburg","Hessen","DE","Germany","22001"
22399,9,"Arthur J Fernandez",9,"Milsons Point","New South Wales","AU","Australia","2061"
22400,38,"Ruben Martin",38,"South Melbourne","Victoria","AU","Australia","3205"
22401,26,"Ian J Price",26,"Rockhampton","Queensland","AU","Australia","4700"
22402,26,"Clarence Xie",26,"Rockhampton","Queensland","AU","Australia","4700"
22403,5,"Cedric L Beck",5,"Lane Cove","New South Wales","AU","Australia","1597"
22404,31,"Margaret T Xu",31,"Hobart","Tasmania","AU","Australia","7001"
22405,28,"Leonard C Becker",28,"Cloverdale","South Australia","AU","Australia","6105"
22406,7,"Kelvin Shen",7,"Malabar","New South Wales","AU","Australia","2036"
22407,6,"Carolyn H Gonzalez",6,"Lavender Bay","New South Wales","AU","Australia","2060"
22408,38,"Clarence Shan",38,"South Melbourne","Victoria","AU","Australia","3205"
22409,25,"Candace Madan",25,"Hervey Bay","Queensland","AU","Australia","4655"
22410,25,"Cassandra M Arthur",25,"Hervey Bay","Queensland","AU","Australia","4655"
22411,19,"Amy He",19,"Wollongong","New South Wales","AU","Australia","2500"
22412,35,"Drew K Andersen",35,"Melbourne","Victoria","AU","Australia","3000"
22413,204,"Kristi J Diaz",204,"Paris","Seine (Paris)","FR","France","75019"
22414,132,"Eugene P Wu",132,"Hamburg","Hessen","DE","Germany","22001"
22415,161,"Natalie Phillips",161,"Solingen","Nordrhein-Westfalen","DE","Germany","42651"
22416,247,"Tabitha M Romero",247,"London","England","GB","United Kingdom","SE1 8HL"
22417,202,"Shaun L Goel",202,"Paris","Seine (Paris)","FR","France","75016"
22418,234,"Jacob A Smith",234,"Bury","England","GB","United Kingdom","PE17"
22419,208,"Damien Xu",208,"Saint Germain en Laye","Yveline","FR","France","78100"
22420,184,"Richard L Moore",184,"Metz","Moselle","FR","France","57000"
22421,230,"Barbara D Sharma",230,"Berkshire","England","GB","United Kingdom","RG11 5TP"
22422,267,"Nichole Black",267,"Runcorn","England","GB","United Kingdom","TY31"
22423,196,"Byron Hernandez",196,"Paris","Seine (Paris)","FR","France","75007"
22424,206,"Edwin M Rai",206,"Roissy en Brie","Seine et Marne","FR","France","77680"
22425,213,"Roy Sullivan",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
22426,218,"Heather Zhu",218,"Sèvres","Hauts de Seine","FR","France","92310"
22427,258,"Willie W Sharma",258,"Maidenhead","England","GB","United Kingdom","SL67RJ"
22428,279,"Destiny Smith",279,"York","England","GB","United Kingdom","YO15"
22429,261,"Jesse E Reed",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
22430,188,"Brad S Chande",188,"Roncq","Nord","FR","France","59223"
22431,200,"Marie R Dominguez",200,"Paris","Seine (Paris)","FR","France","75012"
22432,131,"Bridget R Xie",131,"Frankfurt","Hessen","DE","Germany","60323"
22433,273,"Miguel C Hill",273,"Watford","England","GB","United Kingdom","WA3"
22434,247,"Billy Schmidt",247,"London","England","GB","United Kingdom","SE1 8HL"
22435,187,"Ross Navarro",187,"Lille","Nord","FR","France","59000"
22436,154,"Roger M Raji",154,"Bonn","Nordrhein-Westfalen","DE","Germany","53131"
22437,275,"Trisha Zheng",275,"Wokingham","England","GB","United Kingdom","RG41 1QW"
22438,215,"Casey Jiménez",215,"Colombes","Hauts de Seine","FR","France","92700"
22439,267,"Tracy Raji",267,"Runcorn","England","GB","United Kingdom","TY31"
22440,213,"Robyn Sanz",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
22441,120,"Andrea L Torres",120,"Hof","Bayern","DE","Germany","95010"
22442,240,"Trisha Sun",240,"High Wycombe","England","GB","United Kingdom","HP10 9QY"
22443,184,"Marvin M Suarez",184,"Metz","Moselle","FR","France","57000"
22444,118,"Colin Xie",118,"Frankfurt","Bayern","DE","Germany","91480"
22445,180,"Diane L Suarez",180,"Colomiers","Garonne (Haute)","FR","France","31770"
22446,239,"Jake E Wu",239,"Gloucestershire","England","GB","United Kingdom","GL7 1RY"
22447,168,"Tara C Shan",168,"Kiel","Saarland","DE","Germany","24044"
22448,212,"Cindy Weber",212,"Morangis","Essonne","FR","France","91420"
22449,206,"Heather G He",206,"Roissy en Brie","Seine et Marne","FR","France","77680"
22450,178,"Audrey L Alvarez",178,"Sulzbach Taunus","Saarland","DE","Germany","66272"
22451,236,"Barbara J Rai",236,"Cheltenham","England","GB","United Kingdom","GL50"
22452,240,"Carly E Deng",240,"High Wycombe","England","GB","United Kingdom","HP10 9QY"
22453,127,"Dakota N Long",127,"Darmstadt","Hessen","DE","Germany","64283"
22454,258,"Rebekah E Raman",258,"Maidenhead","England","GB","United Kingdom","SL67RJ"
22455,132,"Roy Kapoor",132,"Hamburg","Hessen","DE","Germany","22001"
22456,272,"Brittney B Guo",272,"Warrington","England","GB","United Kingdom","WA3 7BH"
22457,234,"Kimberly J Cooper",234,"Bury","England","GB","United Kingdom","PE17"
22458,213,"Kendra L Vazquez",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
22459,154,"Johnny Xu",154,"Bonn","Nordrhein-Westfalen","DE","Germany","53131"
22460,245,"Julio Torres",245,"London","England","GB","United Kingdom","E17 6JF"
22461,273,"Arturo Luo",273,"Watford","England","GB","United Kingdom","WA3"
22462,130,"Lydia Chandra",130,"Duesseldorf","Hessen","DE","Germany","40605"
22463,221,"Raymond F Chandra",221,"Drancy","Seine Saint Denis","FR","France","93700"
22464,211,"Erik I Sanz",211,"Les Ulis","Essonne","FR","France","91940"
22465,219,"Arturo Shan",219,"Suresnes","Hauts de Seine","FR","France","92150"
22466,202,"Raul Tang",202,"Paris","Seine (Paris)","FR","France","75016"
22467,258,"Neil C Alvarez",258,"Maidenhead","England","GB","United Kingdom","SL67RJ"
22468,245,"Ruben A Gonzalez",245,"London","England","GB","United Kingdom","E17 6JF"
22469,117,"Sabrina L Moreno",117,"Erlangen","Bayern","DE","Germany","91054"
22470,240,"Carly A Tang",240,"High Wycombe","England","GB","United Kingdom","HP10 9QY"
22471,205,"Joel Martinez",205,"Lieusaint","Seine et Marne","FR","France","77127"
22472,212,"Bridget H Sharma",212,"Morangis","Essonne","FR","France","91420"
22473,141,"Clifford L Patel",141,"Berlin","Hamburg","DE","Germany","14111"
22474,166,"Leah Zhu",166,"Frankfurt am Main","Saarland","DE","Germany","60061"
22475,229,"Heidi M Rana",229,"Berks","England","GB","United Kingdom","SL4 1RH"
22476,175,"Shane J Martinez",175,"Saarlouis","Saarland","DE","Germany","66740"
22477,133,"Kevin Diaz",133,"Kassel","Hessen","DE","Germany","34117"
22478,135,"Carolyn Browning",135,"Salzgitter","Hessen","DE","Germany","38231"
22479,157,"Tammy C Malhotra",157,"Hannover","Nordrhein-Westfalen","DE","Germany","30601"
22480,225,"Abby P Gonzalez",225,"Orly","Val de Marne","FR","France","94310"
22481,176,"Erik A Ortega",176,"Stuttgart","Saarland","DE","Germany","70452"
22482,131,"Cassidy L Jenkins",131,"Frankfurt","Hessen","DE","Germany","60323"
22483,200,"Lee Ramos",200,"Paris","Seine (Paris)","FR","France","75012"
22484,193,"Kristy Ruiz",193,"Paris","Seine (Paris)","FR","France","75003"
22485,223,"Andy Suarez",223,"Saint-Denis","Seine Saint Denis","FR","France","93400"
22486,154,"Jimmy E Ruiz",154,"Bonn","Nordrhein-Westfalen","DE","Germany","53131"
22487,224,"Jonathon B Gill",224,"Tremblay-en-France","Seine Saint Denis","FR","France","93290"
22488,115,"Frederick Patel",115,"Eilenburg","Brandenburg","DE","Germany","04838"
22489,213,"Roger V Xie",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
22490,217,"Desiree Vazquez",217,"Paris La Defense","Hauts de Seine","FR","France","92081"
22491,171,"Jerry Nara",171,"Neunkirchen","Saarland","DE","Germany","66578"
22492,161,"Jorge She",161,"Solingen","Nordrhein-Westfalen","DE","Germany","42651"
22493,170,"Dwayne D Sanz",170,"Münster","Saarland","DE","Germany","48001"
22494,127,"Jon Andersen",127,"Darmstadt","Hessen","DE","Germany","64283"
22495,216,"Andy Serrano",216,"Courbevoie","Hauts de Seine","FR","France","92400"
22496,236,"Christina W Brooks",236,"Cheltenham","England","GB","United Kingdom","GL50"
22497,128,"Casey Gomez",128,"Dresden","Hessen","DE","Germany","01071"
22498,220,"Pedro S Jimenez",220,"Bobigny","Seine Saint Denis","FR","France","93000"
22499,218,"Dawn Zhou",218,"Sèvres","Hauts de Seine","FR","France","92310"
22500,198,"Brent Zhao",198,"Paris","Seine (Paris)","FR","France","75009"
22501,204,"Colin Ye",204,"Paris","Seine (Paris)","FR","France","75019"
22502,236,"Grace Miller",236,"Cheltenham","England","GB","United Kingdom","GL50"
22503,261,"Sandra S Zhao",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
22504,267,"Arturo T Rai",267,"Runcorn","England","GB","United Kingdom","TY31"
